,clean_text,sentiment,clean_word_count,clean_char_count,clean_avg_word_length
15713,sucky sucky homework,negative,3,20,6.666666666666667
15714,rickrolld itunes shuffle,neutral,3,24,8.0
15715,ur welcome u finished ur speech typed written notes,positive,9,51,5.666666666666667
15716,talking sam msn twitter 5 minutes ago,neutral,7,37,5.285714285714286
15717,tea found picture big snail walk yesterday,neutral,7,42,6.0
15718,dont want leave secretly know australia twenty times better america,positive,10,67,6.7
15719,sigh doesnt sound happy,negative,4,23,5.75
15720,im sorryill make sure next time,negative,6,31,5.166666666666667
15721,fam back big island said vog bad cant see ocean sad,negative,11,51,4.636363636363637
15722,oh cool alpha 118 coming out autoconnect feature wanted request,positive,10,63,6.3
15723,back legs kill yesterday big old leak kitchen looks like staying pjs day infront tv,negative,15,83,5.533333333333333
15724,trying put veggie soup watching bride wars body recovers hope ill spring back tomorrow,positive,14,86,6.142857142857143
15725,day flies u got 3647 things 8 hours in,negative,9,38,4.222222222222222
15726,oh hell yeah lol im vegetarian tho still cooks mean x im traitor,neutral,13,64,4.923076923076923
15727, view atlas mountains morocco across straits gibraltar took day europa point gib,neutral,13,99,7.615384615384615
15728,im yet holdin on,neutral,4,16,4.0
15729,yes haha impaled crossed keys love scottishtryingtobeirish ewan mcgregor,positive,9,72,8.0
15730,toooooom tour philippines pleeease im risking health get reply haha,negative,10,67,6.7
15731,ahh saved mowing lawn rain plenty time go kayaking blessed rain gods,positive,12,68,5.666666666666667
15732,lucas till david henrie lovers boys cute lucas ill henrie deal,positive,11,62,5.636363636363637
15733,thanks sissy sure check ur myspace tonight its gonna something luv ya,positive,12,69,5.75
15734,knew it use love show happy weekend too,positive,8,39,4.875
15735,know mean rain sucks,negative,4,20,5.0
15736,tilaaa make feel special haha haters days,neutral,7,41,5.857142857142857
15737,hey chelsea arm hurtig vaccines todayyy loveeya,neutral,7,47,6.714285714285714
15738,got hair cut off its almost ears,neutral,7,32,4.571428571428571
15739,want iphone 33333,positive,3,17,5.666666666666667
15740,youve got h1n1 tsk tsk tsk its shame haha feel better bro,positive,12,57,4.75
15741,wow cute pic,positive,3,12,4.0
15742,maitreya bobbys bday yay,neutral,4,24,6.0
15743,really hyperventilating hair yes certainly am,negative,6,45,7.5
15744,pictures cassie crawfish boil make smile real big also desktop still fail ultimate fail hates me,neutral,16,96,6.0
15745,need sumthing excruciating headache,negative,4,35,8.75
15746,workthinking things working,neutral,3,27,9.0
15747,happy bunny,negative,2,11,5.5
15748,hey going looking forward weekend sadly im workin sat sun,neutral,10,57,5.7
15749,hitting fairly empty shops orlando downtown disney later ,negative,9,77,8.555555555555555
15750,ur welcome,positive,2,10,5.0
15751,ah wokking great could eat much ice cream what never eat much ice cream life,neutral,15,76,5.066666666666666
15752,must get up,neutral,3,11,3.6666666666666665
15753,_04071991 haaa awesome remember brother got given woody got upset cause got buzz got lmfao,positive,15,90,6.0
15754,youre scaring me cant mad dont jip world presence,negative,9,49,5.444444444444445
15755,mozart requiem tonight,neutral,3,22,7.333333333333333
15756,jip good one,positive,3,12,4.0
15757,jodies played sims till daddy picked yesterday basically social time,neutral,10,68,6.8
15758,dreaming cuddling lady waking alone isnt fun,negative,7,44,6.285714285714286
15759,points facebook message,neutral,3,23,7.666666666666667
15760,imm tired callin hearin convos wanaa call himm,negative,8,46,5.75
15761,ouch realising sheltered upbringing was,neutral,5,39,7.8
15762,yep tolerate nothing facebook group,negative,5,35,7.0
15763,possible pass laying down bed soon sleep 3,neutral,8,42,5.25
15764,doctors mommy,neutral,2,13,6.5
15765,working pr plan awards,neutral,4,22,5.5
15766,you me drank much,negative,4,17,4.25
15767,aww bless guys cute still touch bb contestants xxoo,positive,9,51,5.666666666666667
15768,a im sorry,negative,3,15,5.0
15769,mine matter im phone with,neutral,5,25,5.0
15770,farrrrr pdhpe assignment due next week english homework,neutral,8,55,6.875
15771,going shibuya meet mom get contact lenses shinjuku,neutral,8,50,6.25
15772,tired canãââ½t stay awakebut must finish work sunday,negative,8,52,6.5
15773,boredddddd follower shes amazing broken,positive,5,39,7.8
15774,surgery,neutral,1,7,7.0
15775,thats good im sorry,negative,4,19,4.75
15776,mass cleanout room rearranging it sent mother buy bin bookshelf since mine sucks bad mood,negative,15,89,5.933333333333334
15777,crossing fingers ya hey youll side town welcome lol,positive,9,51,5.666666666666667
15778,aha mom super power guilt,negative,5,25,5.0
15779,its called retro dear wear fifties fashion sometimesdid see birthday pictures,neutral,11,77,7.0
15780,work huge headache,negative,3,18,6.0
15781,na friend why ask great physique lol,neutral,7,36,5.142857142857143
15782,mmmmm someone inside brlliant,neutral,4,29,7.25
15783,hmmm bout boi jammin sum john stephens ya,neutral,8,41,5.125
15784,ooooo explanation thank god u would forever wonderingi love good night mare tho,positive,13,79,6.076923076923077
15785,im trying convince wait bit see up well doesnt want see,neutral,11,55,5.0
15786,supp,neutral,1,4,4.0
15787,thats cool id happy contribute future articles enjoy rest weekend,positive,10,65,6.5
15788,sooo stressed everything,negative,3,24,8.0
15789,gave kiss flirt course liked,positive,5,28,5.6
15790,shakas againn 2 dollar salads,neutral,5,29,5.8
15791,ive totally mia know bad,negative,5,24,4.8
15792,blackberry ran juice middle dayit miserable twitter email beck call truly awful,negative,12,79,6.583333333333333
15793,weird tot usually rain east coast first east coast usually gets rain,negative,12,68,5.666666666666667
15794,missed play,negative,2,11,5.5
15795,a effort though ,positive,4,30,7.5
15796,wow impressed pastor lucas great work,positive,6,37,6.166666666666667
15797,neighbors cat died really loved,neutral,5,31,6.2
15798,um dont think text msgs subject line fail,negative,8,41,5.125
15799,tweeting much shes even paying attention me,negative,7,43,6.142857142857143
15800,took calculus exam today think well messed one derivative identity though well never miss one again,negative,16,99,6.1875
15801,u witch im upstate hick dry county alcohol ethnic food im crying,negative,12,64,5.333333333333333
15802,excited visited twin best friend dinner star gazing movie cool ,positive,11,74,6.7272727272727275
15803,_007 dont worry theyll get bored it hang dont give in,negative,11,53,4.818181818181818
15804,idiotattux11 thats cool thnks follow techyuppie idiot,positive,7,53,7.571428571428571
15805,coffee bread peanut butter today,neutral,5,32,6.4
15806,trying get pilot first season friday night lights oh gosh pass tissue,neutral,12,69,5.75
15807,needs somewhere goits still lush want back,neutral,7,42,6.0
15808,feel third eye right right go see foreign boys,neutral,9,46,5.111111111111111
15809,joe put new bulb spotlight,neutral,5,26,5.2
15810,printing opera gives much better result but printing pdf names _stdin_pdf always gotta compromise,positive,14,97,6.928571428571429
15811,frustrated copying 13gigs across usb 11stupid old servers,negative,8,57,7.125
15812,still playing wii fit lol fun fun fun movies tonight ill upload photos took today right check next tweet,positive,19,104,5.473684210526316
15813,thanks interview mama enjoy night,positive,5,33,6.6
15814,living studio sounds important oh mildura totally boring mhhhwhatever byeeee,negative,10,76,7.6
15815,joeys getting new lizard fun x,positive,6,30,5.0
15816,omg im sorry hear that keep fingers crossed find something,negative,10,58,5.8
15817,happy mothers day mothers,positive,4,25,6.25
15818,broke laptop again,neutral,3,18,6.0
15819,dann vegas misconnected next flight 445 midway tonight hotel wo undies,neutral,11,70,6.363636363636363
15820,_aguirre going anywhere book finally gets hre cool 2 know wht butch looks lklol going mail tdy,positive,17,94,5.529411764705882
15821,_henrie oh god yeah cake looks delish hope shared it haha,positive,11,57,5.181818181818182
15822,ha youre righti know youre right,positive,6,32,5.333333333333333
15823,someones dead army wives dad laughed mum got annoyed him wanna watch britains got talent,neutral,15,88,5.866666666666666
15824,time going slow,negative,3,15,5.0
15825,one sportv connect righ way,neutral,5,27,5.4
15826,yes dear v,neutral,3,10,3.3333333333333335
15827,test gauge audience reaction you,neutral,5,32,6.4
15828,made huge revelation dishes everyone left me totally forgot it hate happens,negative,12,75,6.25
15829,happy mothers day mommy,positive,4,23,5.75
15830,nice day ,positive,3,24,8.0
15831,lol im going see maybe today,neutral,6,28,4.666666666666667
15832,think disorder stay al night 4 reason n sleep al day suuuks,negative,12,59,4.916666666666667
15833,good morning sunshine imm gonna start day wth movies,positive,9,52,5.777777777777778
15834,ugh usual babysitters graduation wednesday got meeting request boss graduation,negative,10,78,7.8
15835,cute dont think make makerfaire sadly,neutral,6,37,6.166666666666667
15836,_ritz thnx sweetie r u evening xo,positive,7,33,4.714285714285714
15837,_eyedea love lastfm find lot easier and content spotify add  like,positive,12,85,7.083333333333333
15838,im nauseous need yogurt something,negative,5,33,6.6
15839,game 6who wants itu already know league wants,neutral,8,45,5.625
15840,headed back pulaski,neutral,3,19,6.333333333333333
15841,hm maybe louise rennison break tradition october instead always order uk versions anyway,neutral,13,88,6.769230769230769
15842,macs hard drive crashed brought powermac couldnt recover files back,negative,10,67,6.7
15843,anytime,neutral,1,7,7.0
15844,whaaat still next week,neutral,4,22,5.5
15845,wow someones proud me,positive,4,21,5.25
15846,well thats last fabs gone,neutral,5,25,5.0
15847,im cobra mexican bird flu hub bar hate play 80s mix oh freeze frame,negative,14,67,4.785714285714286
15848,lovely weather wanna go out,positive,5,27,5.4
15849,changing online nickname mtaby which hopefully uniqname wellhope change goes well domain available,neutral,13,98,7.538461538461538
15850,still doesnt love me wont ask,negative,6,29,4.833333333333333
15851,cleaning house friday night,neutral,4,27,6.75
15852,says diana wanna burn pics dvd cd ,negative,8,52,6.5
15853,haha sounds like going heaps fun,positive,6,32,5.333333333333333
15854,uhh wish someone would include follow friday would great get followers,positive,11,70,6.363636363636363
15855,happy anoop day monica,positive,4,22,5.5
15856,alright playing cards rain wasnt smartest idea might sick fun,neutral,10,61,6.1
15857,yes,neutral,1,3,3.0
15858,omg mcdonalds combo wendys sundae puke material,negative,7,47,6.714285714285714
15859,lol event management prerequisites,neutral,4,34,8.5
15860,gdgd well better go get ready work haha fun tonight x x,positive,12,55,4.583333333333333
15861,happy mothers day moms there especially wonderfuly mommy,positive,8,56,7.0
15862,yeah silly mistake end long day etc etc brand new pliers,negative,11,56,5.090909090909091
15863,apparently crappy typing skillslol sorry,negative,5,40,8.0
15864,wants buy really red lipstick wont wear often,neutral,8,45,5.625
15865,tired going take nap finger hurts 143,negative,7,37,5.285714285714286
15866,creeped ice cream social good times lars real girl sad movie,positive,11,60,5.454545454545454
15867,hmm seems _gun needs followers,neutral,5,30,6.0
15868,im sorry sister think get see man bit make happy guys call tonigh,neutral,13,65,5.0
15869,lol staying in craig got footy molly missing good weather buggy either,negative,12,70,5.833333333333333
15870,feeling like want cry dont get empty feeling stomach throat starts hurt,negative,12,71,5.916666666666667
15871,broke favorite necklace superglue,negative,4,33,8.25
15872,weve 16ãââ½c todaycold wind want 2b like 25ãââ½ 30ãââ½ love hot weather reaped 1st strawberry yday,neutral,16,98,6.125
15873,finishing giraffe getting sleep super excited tomorrow,positive,7,54,7.714285714285714
15874,loving lego indiana jones gameresearching aracheologists dream,positive,7,62,8.857142857142858
